Equipo,Competición,Temporada,Partidos,%Posesion de balon,%Posesion en campo rival,Tiros,Tiros al arco,Goles,Goles esperados,Pases totales,Centros,Pases bajo presion,%Pases exitosos totales,%Pases exitosos bajo presion,%Pases exitosos sin presion,Offsides,Recuperaciones de balon,tiempo_presion,tiempo_presion_ofensiva,tiempo_presion_defensiva,bloqueos,despejes,duelos_ganados,faltas_cometidas,#se_llevan_a_un_defensa,intercepciones
VfB Stuttgart,1. Bundesliga,2023/2024,2,54.81718283972879,20.016015199989873,15.5,6.0,1.5,2.0394913663,573.5,5.0,66.0,85.53,73.48,87.09,1.0,43.0,135.0135375,72.902422,62.11111550000001,22.0,14.5,10.0,14.5,11.5,7.0
Werder Bremen,1. Bundesliga,2023/2024,2,43.315750102116496,13.6554050274396,4.5,2.5,0.0,0.434839564,525.5,11.5,116.0,83.25,76.29,85.23,1.5,44.0,146.0283395,70.51133,75.5170095,18.5,17.5,7.0,11.0,11.0,7.0
Wolfsburg,1. Bundesliga,2023/2024,2,35.60271967965996,12.227154009009224,9.0,4.0,0.5,0.6396652465000001,383.5,5.5,54.0,78.62,65.74,80.73,0.0,35.0,146.3038725,59.2224115,87.081461,21.5,17.5,3.5,14.0,9.0,12.0
FSV Mainz 05,1. Bundesliga,2023/2024,2,38.689560154194524,14.25397960078001,11.5,3.5,0.5,0.7882186,439.5,7.0,86.5,79.52,76.3,80.31,0.5,45.0,110.14580299999999,53.338694,56.807109000000004,23.5,17.0,4.5,16.0,8.5,8.5
Borussia Mönchengladbach,1. Bundesliga,2023/2024,2,31.168984946801487,11.354350950498004,7.5,2.5,0.0,0.36079114935,419.5,8.0,35.5,80.69,74.65,81.25,0.5,35.5,214.503275,58.7419225,155.7613525,30.0,34.0,6.5,8.5,9.0,5.0
Deportivo Alavés,La Liga,2020/2021,2,23.417750947924517,8.455390443613561,5.0,2.5,1.0,0.8688582825,275.5,8.5,48.0,70.78,54.17,74.29,0.0,36.5,191.59508,66.82070999999999,124.77436999999999,26.0,21.5,7.5,17.5,14.0,8.0
Granada,La Liga,2020/2021,2,26.56946784963742,10.9087469899111,6.5,3.0,1.0,0.49332853100000007,261.5,4.5,44.5,75.14,79.78,74.19,1.5,34.5,178.33755349999998,70.928174,107.4093795,21.0,17.0,3.5,22.0,7.0,7.0
Barcelona,La Liga,2020/2021,35,63.777412876693305,34.37057481401961,15.257142857142858,6.457142857142857,2.1142857142857143,2.0287246680914284,747.8,10.4,86.17142857142858,89.72,82.13,90.71,0.34285714285714286,37.48571428571429,133.70440551428572,65.11969579999999,68.58470971428571,16.085714285714285,12.542857142857143,5.942857142857143,10.342857142857143,8.085714285714285,4.885714285714286
Real Betis,La Liga,2020/2021,2,39.37296739878992,14.564698630586479,10.0,4.5,1.5,1.2001522500000001,433.5,7.5,43.5,82.93,74.71,83.85,0.0,36.0,151.38846850000002,53.14035349999999,98.24811500000001,16.0,13.5,8.0,17.0,12.0,3.5
Osasuna,La Liga,2020/2021,2,33.92284555680761,13.432199471768756,10.0,4.5,0.0,1.15751036665,396.0,18.0,75.5,78.54,70.86,80.34,0.5,38.0,100.235933,50.851118,49.38481499999999,14.5,18.5,6.5,10.0,12.5,6.0
Real Madrid,La Liga,2020/2021,2,41.61133895465648,17.087187518026724,14.5,6.0,2.0,2.0279277715,463.5,7.5,59.5,83.06,74.79,84.28,0.0,49.0,166.47044,61.00635799999999,105.464082,29.5,14.5,7.0,17.0,17.0,6.5
Celta Vigo,La Liga,2020/2021,2,39.51259709514067,14.88323316015489,7.0,3.5,1.0,0.5979225512999998,447.0,8.5,62.5,81.43,72.0,82.96,0.5,35.5,179.235145,64.8586555,114.37648949999999,19.0,19.0,7.5,23.5,24.0,8.5
Huesca,La Liga,2020/2021,2,32.8204654729807,12.565384668450827,5.5,4.0,0.5,1.1548562295,394.0,7.0,86.5,82.87,73.99,85.37,0.0,40.5,256.3645025,65.3267915,191.037711,20.5,18.0,4.5,15.0,18.0,7.0
Getafe,La Liga,2020/2021,2,24.19891006135775,12.253501704689931,5.0,2.5,1.0,1.2686637255,234.5,11.0,45.5,63.54,64.84,63.23,0.0,39.0,194.354121,97.304361,97.04975999999999,23.0,19.5,7.0,19.5,15.5,9.0
Atlético Madrid,La Liga,2020/2021,2,45.81105348727859,20.835026701525866,9.5,4.0,0.5,0.534392491,501.0,8.0,102.5,84.43,76.59,86.45,0.5,31.0,151.07383049999999,56.3274515,94.74637899999999,14.0,12.0,13.0,23.0,10.5,11.5
Levante UD,La Liga,2020/2021,2,39.68830562162192,15.223005398851642,10.5,4.0,1.5,0.856633911,412.0,11.0,97.0,81.55,73.71,83.97,0.0,34.5,178.43326100000002,67.68962300000001,110.743638,22.0,22.5,4.5,16.0,11.5,12.0
Valencia,La Liga,2020/2021,2,31.602511840488216,10.983541580839036,10.0,4.0,2.0,1.4695722755000002,339.5,6.5,36.0,77.76,79.17,77.59,0.0,37.5,113.5428225,32.010591500000004,81.532231,22.5,23.0,6.0,15.5,13.5,5.0
Real Sociedad,La Liga,2020/2021,2,41.25798118346736,15.02768448015322,10.5,5.0,1.0,1.2890349475,409.0,5.5,78.0,82.4,75.64,83.99,0.5,38.5,207.9855465,98.01055249999999,109.97499400000001,18.0,10.5,8.0,13.5,17.0,5.5
Real Valladolid,La Liga,2020/2021,2,38.11963247302085,14.9272227041091,9.5,4.0,0.0,0.5136737487499999,401.5,8.0,101.5,79.95,76.35,81.17,0.5,42.5,160.86982899999998,49.047745000000006,111.82208400000002,21.0,12.5,6.5,13.5,13.5,7.5
Cádiz,La Liga,2020/2021,2,18.934692599333665,7.441777975980729,5.0,2.0,1.5,1.6601846682999999,203.5,7.0,41.5,60.93,66.27,59.57,0.5,32.5,94.488808,20.0267895,74.4620185,34.0,30.5,7.5,13.0,16.5,9.5
Athletic Club,La Liga,2020/2021,2,43.73806343526057,18.20419870771067,7.5,2.5,1.0,0.534136817,485.5,9.5,45.5,83.21,73.63,84.2,0.5,36.5,120.79335800000001,61.127343999999994,59.666014,15.0,15.5,3.5,18.5,15.5,7.5
Sevilla,La Liga,2020/2021,2,46.281798378864124,15.433175944899139,6.5,1.0,0.5,0.388660897,540.0,8.5,61.0,85.74,72.95,87.37,0.0,39.5,164.872745,91.9867705,72.8859745,15.0,14.5,2.5,22.5,8.0,5.0
Villarreal,La Liga,2020/2021,2,45.853751501284634,18.940670040527227,7.5,2.5,0.5,0.77729681825,525.5,15.0,70.0,84.02,81.43,84.41,1.0,45.0,102.43199849999999,38.17384549999999,64.258153,19.5,8.5,4.0,14.0,18.0,5.0
Elche,La Liga,2020/2021,1,37.49408248818538,12.65627117589601,5.0,1.0,0.0,0.567106604,426.0,8.0,51.0,84.51,74.51,85.87,0.0,36.0,149.964176,41.635374,108.328802,12.0,16.0,6.0,9.0,14.0,12.0
Real Sociedad,La Liga,2018/2019,2,41.460304389995734,13.168370567935876,8.0,3.5,1.0,0.8716588485000001,457.0,6.5,81.5,79.76,73.62,81.09,0.5,40.0,210.706796,85.819493,124.887303,17.5,19.0,6.5,16.5,11.5,7.5
Leganés,La Liga,2018/2019,2,26.756761850799364,8.951633399201706,6.5,3.5,1.5,0.83793547935,286.0,7.0,50.0,69.23,66.0,69.92,0.0,33.5,151.17423,51.7205805,99.45364950000001,17.5,19.0,7.5,20.0,19.0,5.0
Barcelona,La Liga,2018/2019,34,64.24917301454136,32.393772820426584,14.794117647058824,7.147058823529412,2.235294117647059,1.7610070041264707,701.5294117647059,10.058823529411764,86.47058823529412,88.48,84.05,89.1,0.2647058823529412,40.11764705882353,145.5340682647059,72.7561635,72.77790476470588,17.88235294117647,15.735294117647058,6.382352941176471,11.852941176470589,7.294117647058823,4.529411764705882
Atlético Madrid,La Liga,2018/2019,2,34.02621074736826,16.2985739259874,6.0,1.5,0.5,0.3319403813499999,391.0,7.5,101.5,80.18,76.35,81.52,0.0,35.0,218.405346,69.926879,148.47846700000002,21.0,19.0,9.0,19.5,21.0,7.5
Espanyol,La Liga,2018/2019,2,37.561835698209094,18.226370483521208,7.5,2.5,0.0,0.5946567494999999,415.5,10.0,56.0,78.58,71.43,79.69,1.0,43.0,221.7519155,89.14544649999999,132.606469,16.0,20.5,7.0,16.5,15.0,9.0
Sevilla,La Liga,2018/2019,2,44.982232917970336,20.56709069855966,16.0,5.5,1.5,1.3537724899999999,422.5,15.0,42.5,77.99,75.29,78.29,0.5,47.5,266.4963465,116.13836699999999,150.3579795,18.5,15.5,9.5,17.5,12.0,5.0
Getafe,La Liga,2018/2019,2,20.22681731548853,9.625961412723239,9.5,1.5,0.5,1.2190039799999999,250.0,9.5,38.0,63.8,59.21,64.62,0.5,41.5,289.3747,132.539995,156.83470499999999,21.0,21.0,8.5,18.5,16.5,5.0
Real Betis,La Liga,2018/2019,2,52.46898586618601,22.257949145799746,14.0,5.5,2.5,1.5147240284999999,531.5,10.5,115.5,85.32,80.95,86.54,0.0,42.0,148.842084,71.68555950000001,77.15652449999999,18.5,18.0,6.0,11.0,9.0,6.5
Athletic Club,La Liga,2018/2019,2,30.7494650727517,12.241452828583208,11.0,3.0,0.5,0.921596815,330.0,5.0,57.5,71.52,69.57,71.93,0.0,45.5,127.8126145,51.381313000000006,76.43130149999999,17.0,28.0,8.5,24.5,12.5,10.0
Girona,La Liga,2018/2019,2,32.688953027473104,13.429063548665901,9.5,4.5,1.0,1.1116075335,373.5,11.0,56.0,78.45,75.0,79.06,0.0,40.0,186.419913,69.1662125,117.25370050000001,19.0,16.5,5.0,18.0,12.5,8.5
Deportivo Alavés,La Liga,2018/2019,2,19.904616906638168,7.524480798709661,4.0,0.5,0.0,0.30813672599999997,250.0,8.0,25.5,68.4,62.75,69.04,0.0,33.5,149.9127795,48.43919100000001,101.47358850000002,19.0,28.5,4.0,19.0,13.5,8.5
Eibar,La Liga,2018/2019,2,42.95390134400744,23.536922600079205,14.0,5.0,1.0,1.0284314275000002,446.0,25.0,57.0,75.45,68.42,76.48,0.0,56.0,168.15292,102.761665,65.391255,17.0,11.5,4.5,18.0,13.0,7.5
Levante UD,La Liga,2018/2019,2,39.73488678289664,18.70618099343372,13.0,4.5,0.0,0.9422141459999999,407.5,11.0,58.5,79.39,82.05,78.94,0.0,47.5,173.6458385,71.03985150000001,102.605987,16.5,13.5,8.5,13.5,18.0,5.0
Villarreal,La Liga,2018/2019,2,36.46998059984818,15.767259748144452,14.0,5.0,2.0,1.7351743615000002,387.5,7.5,61.5,84.0,77.24,85.28,0.5,30.5,217.87563749999998,78.1544105,139.721227,14.0,14.0,6.0,17.5,9.5,8.5
Valencia,La Liga,2018/2019,2,29.94692953233618,12.487830962244828,11.5,5.5,1.5,1.909095903,361.0,9.5,36.0,78.39,73.61,78.92,0.5,37.0,236.36251750000002,55.30322199999999,181.0592955,23.0,21.0,6.5,12.0,12.5,10.5
Real Madrid,La Liga,2018/2019,1,51.57322392642809,27.667529269710535,17.0,1.0,0.0,1.032189142,508.0,20.0,89.0,83.46,80.9,84.01,0.0,51.0,219.340261,100.72208699999999,118.61817400000001,20.0,14.0,4.0,22.0,17.0,5.0
Real Valladolid,La Liga,2018/2019,2,38.14343440623218,15.34746977441338,8.0,2.0,0.0,0.336248668,419.0,10.0,42.0,77.45,75.0,77.72,0.5,51.0,151.60612200000003,35.0593585,116.5467635,21.5,14.5,7.5,20.0,11.5,5.5
Celta Vigo,La Liga,2018/2019,1,47.8439070359209,20.032283997726072,10.0,3.0,0.0,0.839879491,534.0,9.0,86.0,84.46,77.91,85.71,0.0,47.0,48.757952,25.580137999999998,23.177814,19.0,8.0,9.0,17.0,8.0,4.0
Huesca,La Liga,2018/2019,1,31.022703259012356,12.761861122494038,7.0,4.0,2.0,1.264742864,333.0,4.0,43.0,77.18,67.44,78.62,0.0,29.0,126.166461,35.214099999999995,90.95236100000001,18.0,21.0,7.0,15.0,8.0,11.0
Rayo Vallecano,La Liga,2018/2019,1,33.21525941531734,11.577697833454586,6.0,1.0,1.0,0.1986207485,337.0,5.0,107.0,80.42,79.44,80.87,1.0,43.0,433.819207,100.6516,333.167607,19.0,11.0,7.0,19.0,10.0,4.0
Sevilla,La Liga,2016/2017,2,43.73267125196031,17.04572176156228,10.0,4.0,0.5,0.9237157828499999,474.0,13.5,75.5,81.96,86.09,81.18,0.5,53.5,232.90682049999998,90.9327495,141.974071,15.0,15.0,9.0,23.5,25.5,5.5
Osasuna,La Liga,2016/2017,2,19.945421318092322,6.60997371070676,3.5,2.0,0.5,0.0838279543,244.0,2.0,41.0,69.06,74.39,67.98,0.5,41.0,216.278121,54.96007650000001,161.31804449999998,18.0,29.0,6.5,24.0,18.0,3.5
Real Madrid,La Liga,2016/2017,2,43.56776810126081,20.7567321270869,17.0,10.0,1.5,1.8113467775000003,454.0,17.5,69.0,82.6,84.78,82.21,0.0,38.5,187.0628945,88.5702595,98.492635,18.5,11.5,9.0,17.0,17.0,10.5
Leganés,La Liga,2016/2017,2,30.813271540718805,12.46667698804902,13.5,5.5,1.0,1.0938088559999999,329.5,10.0,63.5,73.14,66.14,74.81,0.5,51.0,197.65724899999998,103.25021950000001,94.4070295,10.0,17.0,15.0,24.0,28.5,5.0
Barcelona,La Liga,2016/2017,34,66.70694046529883,33.73150671510573,16.205882352941178,7.264705882352941,2.9705882352941178,2.1516719832411764,659.6470588235294,11.735294117647058,91.8529411764706,87.02,82.23,87.8,0.3235294117647059,45.088235294117645,148.33874238235296,74.39149847058825,73.94724391176472,13.176470588235293,16.294117647058822,7.147058823529412,12.176470588235293,10.029411764705882,3.735294117647059
Athletic Club,La Liga,2016/2017,2,41.04653263839251,19.777727218934583,9.5,4.0,0.0,0.68560923425,410.0,16.5,45.5,78.54,78.02,78.6,0.0,39.0,225.4103145,135.774115,89.6361995,18.5,16.0,8.5,23.0,25.0,4.0
Real Betis,La Liga,2016/2017,2,29.328946120860614,14.191633069933133,10.5,5.5,1.5,0.7579887733000001,284.0,6.5,29.5,71.83,66.1,72.5,0.5,35.0,221.9930195,80.52878100000001,141.46423850000002,20.5,31.5,4.5,19.5,24.0,6.0
Las Palmas,La Liga,2016/2017,2,37.99752179620706,13.558358914804232,9.0,3.0,0.5,0.6418424604999999,406.5,9.0,70.5,82.16,81.56,82.29,0.0,41.0,238.04036699999995,99.832157,138.20820999999998,13.0,14.0,7.0,14.5,16.5,9.0
Villarreal,La Liga,2016/2017,2,30.711757072482033,10.261051538680618,6.5,3.0,1.0,0.5399268365,347.0,5.0,52.0,77.38,70.19,78.64,0.5,37.0,293.81530799999996,69.35290200000001,224.46240599999996,18.5,28.0,12.5,17.5,20.5,4.5
Valencia,La Liga,2016/2017,2,27.895820084123198,10.968352178072262,6.5,4.5,2.0,1.009443779,278.0,6.5,56.0,70.32,69.64,70.5,0.0,38.0,247.0903065,84.94095300000001,162.14935350000002,23.5,30.5,11.0,20.0,18.5,6.0
RC Deportivo La Coruña,La Liga,2016/2017,2,27.546661397441735,11.546585059300213,10.5,4.0,1.0,0.9241569800999999,303.0,9.5,44.0,73.76,59.09,76.25,0.5,46.0,203.14932249999998,68.20385250000001,134.94547,24.5,35.5,6.0,15.5,16.5,4.0
Deportivo Alavés,La Liga,2016/2017,2,28.153779605816048,10.779143456048477,6.5,4.0,1.0,0.8744136330999999,279.0,3.5,31.0,73.3,70.97,73.59,0.0,42.0,286.37530200000003,68.0113075,218.3639945,19.5,35.0,8.0,18.0,24.0,4.5
Eibar,La Liga,2016/2017,2,33.983178981616504,16.85889118653109,10.0,5.0,1.0,0.6810988351500001,321.5,14.0,49.5,65.94,60.61,66.91,0.0,45.5,310.0102805,180.05889000000002,129.9513905,14.5,21.0,12.0,18.0,22.0,9.0
Málaga,La Liga,2016/2017,1,29.69920975822054,9.656974905875478,8.0,4.0,2.0,0.868959974,308.0,3.0,61.0,68.83,55.74,72.06,1.0,43.0,176.495832,44.694933000000006,131.80089900000002,15.0,30.0,10.0,28.0,19.0,1.0
Espanyol,La Liga,2016/2017,2,32.832228182765014,13.33881211392538,4.5,1.5,0.5,0.3284098505,338.5,9.0,75.0,69.72,73.33,68.69,0.0,42.0,246.94401600000003,107.94306,139.000956,16.5,15.5,11.5,22.0,25.0,6.5
Atlético Madrid,La Liga,2016/2017,2,31.417038255123458,15.21259590857116,10.5,4.0,1.0,0.6779301205,315.5,8.5,34.0,74.01,63.24,75.31,0.0,47.0,298.225069,113.2356015,184.9894675,26.5,38.0,12.5,25.0,19.5,3.5
Real Sociedad,La Liga,2016/2017,2,50.645158216886074,24.543060502809382,15.0,6.5,0.5,1.2210547919999999,486.5,10.5,105.5,82.22,80.09,82.81,1.5,59.0,204.0480045,106.26566300000002,97.7823415,16.5,21.5,6.0,21.5,17.0,10.5
Celta Vigo,La Liga,2016/2017,1,36.557872844559114,14.079586538769185,6.0,2.0,0.0,0.40859598739999997,381.0,6.0,28.0,75.59,67.86,76.2,0.0,43.0,237.76366699999997,117.769517,119.99414999999999,20.0,25.0,8.0,23.0,20.0,4.0
Sporting Gijón,La Liga,2016/2017,1,24.409802105361074,10.631062446414894,5.0,3.0,1.0,1.262595044,254.0,5.0,29.0,72.05,58.62,73.78,1.0,33.0,203.725752,70.91445200000003,132.81130000000002,14.0,32.0,8.0,15.0,10.0,5.0
Granada,La Liga,2016/2017,1,24.450855268112115,7.721041007549243,1.0,0.0,0.0,0.014366697,289.0,4.0,71.0,73.01,70.42,73.85,0.0,36.0,333.972511,53.706278000000005,280.266233,17.0,25.0,3.0,26.0,15.0,10.0
Nigeria,African Cup of Nations,2023,7,44.18323019158779,19.98863079181496,11.285714285714286,3.7142857142857144,1.5714285714285714,1.861471993028571,348.57142857142856,12.857142857142858,41.0,77.21,66.55,78.63,0.7142857142857143,39.142857142857146,136.60560871428572,59.124113,77.48149571428573,15.285714285714286,20.714285714285715,8.142857142857142,18.714285714285715,5.285714285714286,3.7142857142857144
South Africa,African Cup of Nations,2023,7,52.375747944307506,18.771828876801692,12.714285714285714,6.571428571428571,2.4285714285714284,2.7446410808857142,492.2857142857143,8.0,87.85714285714286,82.15,75.12,83.68,0.14285714285714285,48.142857142857146,114.00079771428571,40.324312571428564,73.67648514285715,20.0,22.571428571428573,6.0,13.714285714285714,7.285714285714286,5.571428571428571
Côte d'Ivoire,African Cup of Nations,2023,7,57.62494622556576,24.472526338688336,12.714285714285714,4.714285714285714,1.8571428571428572,1.5319602118857143,490.0,13.857142857142858,72.85714285714286,82.92,76.27,84.08,0.5714285714285714,46.857142857142854,101.44062614285716,45.59141699999999,55.84920914285715,15.571428571428571,19.571428571428573,8.142857142857142,17.571428571428573,5.714285714285714,4.857142857142857
Senegal,African Cup of Nations,2023,4,49.484328885755,20.28403613924106,11.5,4.75,3.0,2.220417394825,457.75,10.75,51.75,81.7,72.95,82.82,0.5,39.25,167.14626625,64.12668875,103.0195775,17.5,17.75,8.5,18.25,8.0,7.25
Equatorial Guinea,African Cup of Nations,2023,4,46.720849259019936,15.862868082648127,7.25,3.75,2.25,1.018660264,338.25,3.5,70.0,77.83,70.71,79.68,0.0,35.5,113.8077605,37.698117499999995,76.109643,17.5,25.5,6.5,15.5,9.5,2.0
Mali,African Cup of Nations,2023,5,58.88040737019615,23.568201065886523,12.2,3.8,1.0,1.1524584677399998,512.0,8.2,79.4,84.1,74.81,85.81,0.8,37.2,123.3502278,58.4899768,64.86025099999999,17.6,26.0,8.6,18.4,7.4,5.2
Cape Verde Islands,African Cup of Nations,2023,5,52.197286781515324,19.740314055656,15.2,5.0,1.8,2.13654338036,466.0,8.2,69.4,82.15,72.91,83.76,0.4,47.0,132.8302236,53.891226399999994,78.93899719999999,22.0,24.0,9.2,15.6,9.0,6.0
Congo DR,African Cup of Nations,2023,7,46.585581271975606,20.283452209186855,14.142857142857142,5.0,2.7142857142857144,3.2146551588571435,398.0,14.428571428571429,50.0,79.9,70.0,81.32,0.0,42.42857142857143,136.87118142857142,60.59269771428571,76.27848371428571,14.285714285714286,20.285714285714285,6.857142857142857,15.0,6.142857142857143,3.4285714285714284
Angola,African Cup of Nations,2023,5,45.68786495137196,16.524080477282016,9.4,3.8,1.6,1.2555905323000003,368.4,8.2,58.0,78.72,71.03,80.15,1.0,41.8,142.5021276,51.1011676,91.40096,19.4,29.0,6.8,17.0,9.0,6.2
Morocco,African Cup of Nations,2023,4,55.68881516674371,22.91461020138067,13.75,5.25,1.25,1.922237884175,482.75,13.5,64.5,85.91,76.74,87.33,0.0,36.5,109.635712,62.168394500000005,47.4673175,14.0,14.0,5.25,15.25,5.75,2.5
Egypt,African Cup of Nations,2023,4,56.69912061646016,25.936841244219845,19.0,7.75,3.5,3.290858408225,529.5,18.75,77.0,85.08,80.19,85.91,0.0,46.5,117.45601175,48.2997915,69.15622024999999,18.0,19.75,8.75,13.25,10.75,6.0
Ghana,African Cup of Nations,2023,3,43.15421086866292,18.00840672285548,8.0,2.6666666666666665,1.3333333333333333,1.2240182769999999,331.3333333333333,8.333333333333334,38.666666666666664,78.07,67.24,79.5,0.3333333333333333,38.333333333333336,140.895973,58.45164400000001,82.444329,16.333333333333332,28.0,8.333333333333334,23.333333333333332,10.666666666666666,4.333333333333333
Zambia,African Cup of Nations,2023,3,44.053505825693264,13.36024308866815,7.0,1.6666666666666667,0.3333333333333333,0.37379531739999994,414.3333333333333,5.666666666666667,63.666666666666664,83.51,73.3,85.36,0.0,29.666666666666668,105.83634966666666,44.75686266666667,61.07948700000001,17.666666666666668,20.0,7.333333333333333,13.666666666666666,7.333333333333333,1.6666666666666667
Tanzania,African Cup of Nations,2023,3,48.61868842026171,13.700077146616565,3.6666666666666665,0.6666666666666666,0.3333333333333333,0.1514487954,508.6666666666667,6.333333333333333,91.0,83.62,73.26,85.87,0.0,36.666666666666664,128.49060433333332,43.904092999999996,84.58651133333335,18.333333333333332,21.333333333333332,5.666666666666667,10.0,11.0,4.0
Namibia,African Cup of Nations,2023,4,41.41049799975359,19.76489184829532,7.25,2.5,0.25,0.87009109115,332.0,13.25,62.5,69.8,62.4,71.52,0.5,47.0,171.492252,75.86154225,95.63070975,19.75,17.5,8.5,15.0,8.75,7.75
Mauritania,African Cup of Nations,2023,4,38.62248413337648,14.755212646518686,12.0,4.0,0.75,0.891348902275,276.5,7.25,49.25,70.16,68.53,70.52,0.75,43.5,127.01407525,42.43764875,84.5764265,23.0,32.75,11.0,15.0,9.25,6.5
Gambia,African Cup of Nations,2023,3,42.90428590640164,15.689637914392113,11.0,3.0,0.6666666666666666,0.8412802693333333,327.6666666666667,5.666666666666667,64.0,76.3,66.67,78.63,0.3333333333333333,40.333333333333336,119.947157,45.368808666666666,74.57834833333334,22.333333333333332,25.0,7.333333333333333,15.666666666666666,7.0,4.333333333333333
Guinea,African Cup of Nations,2023,5,49.93031717335231,16.855817242488225,8.6,3.0,0.8,1.0788867881799997,392.2,9.2,66.4,78.84,70.78,80.48,0.0,36.0,98.380494,40.094367,58.286127,18.6,20.4,7.2,16.2,5.6,4.0
Mozambique,African Cup of Nations,2023,3,51.25642089473065,20.416307360013892,7.333333333333333,3.0,1.3333333333333333,0.7833614113000001,414.0,13.333333333333334,51.0,82.05,69.93,83.75,0.3333333333333333,38.666666666666664,102.580069,43.813762,58.766307000000005,15.666666666666666,19.333333333333332,7.666666666666667,11.333333333333334,8.0,4.333333333333333
Guinea-Bissau,African Cup of Nations,2023,3,43.29324295731562,18.497479030728485,10.666666666666666,3.0,0.3333333333333333,0.6337900280000001,406.6666666666667,7.666666666666667,47.333333333333336,83.03,71.13,84.6,0.6666666666666666,31.333333333333332,123.036324,53.905229999999996,69.131094,16.666666666666668,15.666666666666666,7.666666666666667,13.666666666666666,8.0,6.333333333333333
Tunisia,African Cup of Nations,2023,3,50.89796814978736,20.989602676601834,8.0,2.0,0.3333333333333333,0.7930613085333333,442.3333333333333,14.0,112.0,78.67,70.54,81.43,0.3333333333333333,37.0,117.61510400000002,41.466183666666666,76.14892033333332,19.333333333333332,29.333333333333332,8.0,12.0,5.666666666666667,3.6666666666666665
Algeria,African Cup of Nations,2023,3,67.21362553099382,29.46460898013891,15.333333333333334,4.0,0.6666666666666666,1.2806244889,550.3333333333334,16.0,69.0,84.8,77.78,85.8,0.3333333333333333,39.666666666666664,76.513067,35.86285133333333,40.65021566666667,11.666666666666666,11.333333333333334,6.666666666666667,13.666666666666666,5.333333333333333,3.6666666666666665
Burkina Faso,African Cup of Nations,2023,4,49.14183968535857,20.98442437651866,10.5,3.75,1.0,1.1529938146999998,378.5,11.0,75.25,79.33,75.08,80.38,0.25,43.0,97.0301115,45.425717750000004,51.60439375,12.5,14.25,8.0,16.75,6.5,3.75
Cameroon,African Cup of Nations,2023,4,56.51815823792447,25.660300418816067,9.25,2.0,1.0,0.69888578775,429.5,15.25,85.5,79.8,69.59,82.34,0.5,41.0,107.52727725,46.209128500000006,61.31814875,18.5,21.25,8.25,14.0,5.75,4.75
Barcelona,La Liga,2014/2015,38,70.00128875650316,38.95799802862595,16.026315789473685,7.105263157894737,2.6315789473684212,2.1609153239763152,717.1842105263158,14.210526315789474,97.5,87.72,83.37,88.41,0.4473684210526316,48.13157894736842,143.13905378947368,67.98312794736842,75.15592584210526,15.657894736842104,19.31578947368421,9.921052631578947,10.736842105263158,10.605263157894736,4.315789473684211
Málaga,La Liga,2014/2015,2,28.236585753066514,10.988446271673416,7.0,2.5,0.5,0.7938859869999998,275.0,5.0,49.5,61.64,63.64,61.2,0.0,47.0,299.041698,84.65076149999999,214.39093649999998,21.0,26.5,11.5,18.5,30.0,5.5
Getafe,La Liga,2014/2015,2,23.72656062502396,10.173691630063662,5.5,3.5,0.0,0.27834651675,283.5,6.5,35.5,69.14,67.61,69.35,1.0,43.5,286.0097575,67.809207,218.2005505,19.5,26.0,9.0,20.0,21.5,7.0
Córdoba CF,La Liga,2014/2015,2,25.3767522009887,9.710711648763494,5.5,1.0,0.0,0.2654800795,289.5,8.0,41.5,72.71,73.49,72.58,0.5,31.5,225.7275475,44.43202349999999,181.295524,18.5,30.0,6.0,14.5,17.5,6.0
Villarreal,La Liga,2014/2015,2,25.38754385438001,10.24600741226494,8.0,2.5,1.0,0.7873166254999999,307.0,6.5,50.0,70.52,66.0,71.4,0.5,38.5,197.960407,44.312368000000006,153.64803899999998,23.0,31.5,8.5,19.5,16.5,7.0
Real Madrid,La Liga,2014/2015,2,45.91418319515528,21.149421256907672,15.5,6.0,2.0,1.5191936985,476.5,12.0,79.0,83.95,79.11,84.91,0.0,47.5,204.292552,64.444412,139.84813999999997,14.5,20.5,10.0,16.5,20.0,5.5
Rayo Vallecano,La Liga,2014/2015,2,41.48583886227825,16.934463768093064,9.5,4.0,0.5,0.9075190465,385.5,10.5,61.5,77.3,78.86,77.01,1.0,51.0,268.9487695,141.09571250000002,127.853057,16.5,27.0,7.0,20.0,13.0,9.0
